Voltage (V vs Li/Li+),Electrolyte,Molar ratio cathode/(cathode+SE),Reaction,Erxn (eV/atom)
1.5,Li2.375Sc0.375Zr0.625Cl6,0.2727,0.7273 Li2.375Zr0.625Sc0.375Cl6 + 0.2727 Fe2(ClF)3 + 2.992 Li -> 0.03306 Zr6FeCl14 + 0.2562 ZrFe2 + 4.719 LiCl + 0.2727 ScF3,-0.3479
1.5,Li2.375Sc0.375Zr0.625Cl6,0.3514,0.6486 Li2.375Zr0.625Sc0.375Cl6 + 0.3514 Fe2(ClF)3 + 3.514 Li -> 0.05405 Li2ZrF6 + 0.3514 ZrFe2 + 4.946 LiCl + 0.2432 ScF3,-0.422
1.5,Li2.375Sc0.375Zr0.625Cl6,0.6190,0.381 Li2.375Zr0.625Sc0.375Cl6 + 0.619 Fe2(ClF)3 + 3.714 Li -> 0.2381 Li2ZrF6 + 1.238 Fe + 4.143 LiCl + 0.1429 ScF3,-0.659
1.5,Li2.375Sc0.375Zr0.625Cl6,0.6712,0.3288 Li2.375Zr0.625Sc0.375Cl6 + 0.6712 Fe2(ClF)3 + 4.027 Li -> 0.2055 Li4ZrF8 + 1.342 Fe + 3.986 LiCl + 0.1233 ScF3,-0.7015
1.5,Li2.375Sc0.375Zr0.625Cl6,1.0000,Fe2(ClF)3 + 6 Li -> 3 LiF + 2 Fe + 3 LiCl,-0.9505
1.6,Li2.375Sc0.375Zr0.625Cl6,0.0000,Li2.375Zr0.625Sc0.375Cl6 + 1.25 Li -> 0.625 ZrCl2 + 0.375 ScCl3 + 3.625 LiCl,-0.0152
1.6,Li2.375Sc0.375Zr0.625Cl6,0.0495,0.9505 Li2.375Zr0.625Sc0.375Cl6 + 0.0495 Fe2(ClF)3 + 1.287 Li -> 0.09901 Zr6FeCl14 + 0.3069 ScCl3 + 3.545 LiCl + 0.0495 ScF3,-0.0869
1.6,Li2.375Sc0.375Zr0.625Cl6,0.2727,0.7273 Li2.375Zr0.625Sc0.375Cl6 + 0.2727 Fe2(ClF)3 + 2.394 Li -> 0.07576 Zr6FeCl14 + 0.4697 Fe + 4.121 LiCl + 0.2727 ScF3,-0.3134
1.6,Li2.375Sc0.375Zr0.625Cl6,0.6190,0.381 Li2.375Zr0.625Sc0.375Cl6 + 0.619 Fe2(ClF)3 + 3.714 Li -> 0.2381 Li2ZrF6 + 1.238 Fe + 4.143 LiCl + 0.1429 ScF3,-0.6103
1.6,Li2.375Sc0.375Zr0.625Cl6,0.6712,0.3288 Li2.375Zr0.625Sc0.375Cl6 + 0.6712 Fe2(ClF)3 + 4.027 Li -> 0.2055 Li4ZrF8 + 1.342 Fe + 3.986 LiCl + 0.1233 ScF3,-0.649
1.6,Li2.375Sc0.375Zr0.625Cl6,1.0000,Fe2(ClF)3 + 6 Li -> 3 LiF + 2 Fe + 3 LiCl,-0.8755
1.7,Li2.375Sc0.375Zr0.625Cl6,0.0000,Li2.375Zr0.625Sc0.375Cl6 + 0.625 Li -> 0.625 ZrCl3 + 0.375 ScCl3 + 3 LiCl,-0.0045
1.7,Li2.375Sc0.375Zr0.625Cl6,0.0495,0.9505 Li2.375Zr0.625Sc0.375Cl6 + 0.0495 Fe2(ClF)3 + 1.287 Li -> 0.09901 Zr6FeCl14 + 0.3069 ScCl3 + 3.545 LiCl + 0.0495 ScF3,-0.0687
1.7,Li2.375Sc0.375Zr0.625Cl6,0.2727,0.7273 Li2.375Zr0.625Sc0.375Cl6 + 0.2727 Fe2(ClF)3 + 2.394 Li -> 0.07576 Zr6FeCl14 + 0.4697 Fe + 4.121 LiCl + 0.2727 ScF3,-0.2805
1.7,Li2.375Sc0.375Zr0.625Cl6,0.6190,0.381 Li2.375Zr0.625Sc0.375Cl6 + 0.619 Fe2(ClF)3 + 3.714 Li -> 0.2381 Li2ZrF6 + 1.238 Fe + 4.143 LiCl + 0.1429 ScF3,-0.5615
1.7,Li2.375Sc0.375Zr0.625Cl6,0.6712,0.3288 Li2.375Zr0.625Sc0.375Cl6 + 0.6712 Fe2(ClF)3 + 4.027 Li -> 0.2055 Li4ZrF8 + 1.342 Fe + 3.986 LiCl + 0.1233 ScF3,-0.5965
1.7,Li2.375Sc0.375Zr0.625Cl6,1.0000,Fe2(ClF)3 + 6 Li -> 3 LiF + 2 Fe + 3 LiCl,-0.8005
1.8,Li2.375Sc0.375Zr0.625Cl6,0.0495,0.9505 Li2.375Zr0.625Sc0.375Cl6 + 0.0495 Fe2(ClF)3 + 1.287 Li -> 0.09901 Zr6FeCl14 + 0.3069 ScCl3 + 3.545 LiCl + 0.0495 ScF3,-0.0504
1.8,Li2.375Sc0.375Zr0.625Cl6,0.2727,0.7273 Li2.375Zr0.625Sc0.375Cl6 + 0.2727 Fe2(ClF)3 + 2.394 Li -> 0.07576 Zr6FeCl14 + 0.4697 Fe + 4.121 LiCl + 0.2727 ScF3,-0.2476
1.8,Li2.375Sc0.375Zr0.625Cl6,0.6190,0.381 Li2.375Zr0.625Sc0.375Cl6 + 0.619 Fe2(ClF)3 + 3.714 Li -> 0.2381 Li2ZrF6 + 1.238 Fe + 4.143 LiCl + 0.1429 ScF3,-0.5128
1.8,Li2.375Sc0.375Zr0.625Cl6,0.6712,0.3288 Li2.375Zr0.625Sc0.375Cl6 + 0.6712 Fe2(ClF)3 + 4.027 Li -> 0.2055 Li4ZrF8 + 1.342 Fe + 3.986 LiCl + 0.1233 ScF3,-0.544
1.8,Li2.375Sc0.375Zr0.625Cl6,1.0000,Fe2(ClF)3 + 6 Li -> 3 LiF + 2 Fe + 3 LiCl,-0.7255
1.9,Li2.375Sc0.375Zr0.625Cl6,0.2727,0.7273 Li2.375Zr0.625Sc0.375Cl6 + 0.2727 Fe2(ClF)3 + 1.636 Li -> 0.4545 ZrCl4 + 0.5455 Fe + 3.364 LiCl + 0.2727 ScF3,-0.2216
1.9,Li2.375Sc0.375Zr0.625Cl6,0.6190,0.381 Li2.375Zr0.625Sc0.375Cl6 + 0.619 Fe2(ClF)3 + 3.714 Li -> 0.2381 Li2ZrF6 + 1.238 Fe + 4.143 LiCl + 0.1429 ScF3,-0.464
1.9,Li2.375Sc0.375Zr0.625Cl6,0.6712,0.3288 Li2.375Zr0.625Sc0.375Cl6 + 0.6712 Fe2(ClF)3 + 4.027 Li -> 0.2055 Li4ZrF8 + 1.342 Fe + 3.986 LiCl + 0.1233 ScF3,-0.4915
1.9,Li2.375Sc0.375Zr0.625Cl6,1.0000,Fe2(ClF)3 + 6 Li -> 3 LiF + 2 Fe + 3 LiCl,-0.6505
2.0,Li2.375Sc0.375Zr0.625Cl6,0.2727,0.7273 Li2.375Zr0.625Sc0.375Cl6 + 0.2727 Fe2(ClF)3 + 1.636 Li -> 0.4545 ZrCl4 + 0.5455 Fe + 3.364 LiCl + 0.2727 ScF3,-0.1991
2.0,Li2.375Sc0.375Zr0.625Cl6,0.6190,0.381 Li2.375Zr0.625Sc0.375Cl6 + 0.619 Fe2(ClF)3 + 3.714 Li -> 0.2381 Li2ZrF6 + 1.238 Fe + 4.143 LiCl + 0.1429 ScF3,-0.4153
2.0,Li2.375Sc0.375Zr0.625Cl6,0.6712,0.3288 Li2.375Zr0.625Sc0.375Cl6 + 0.6712 Fe2(ClF)3 + 4.027 Li -> 0.2055 Li4ZrF8 + 1.342 Fe + 3.986 LiCl + 0.1233 ScF3,-0.439
2.0,Li2.375Sc0.375Zr0.625Cl6,1.0000,Fe2(ClF)3 + 6 Li -> 3 LiF + 2 Fe + 3 LiCl,-0.5755
2.1,Li2.375Sc0.375Zr0.625Cl6,0.2727,0.7273 Li2.375Zr0.625Sc0.375Cl6 + 0.2727 Fe2(ClF)3 + 1.636 Li -> 0.4545 ZrCl4 + 0.5455 Fe + 3.364 LiCl + 0.2727 ScF3,-0.1766
2.1,Li2.375Sc0.375Zr0.625Cl6,0.6190,0.381 Li2.375Zr0.625Sc0.375Cl6 + 0.619 Fe2(ClF)3 + 3.714 Li -> 0.2381 Li2ZrF6 + 1.238 Fe + 4.143 LiCl + 0.1429 ScF3,-0.3665
2.1,Li2.375Sc0.375Zr0.625Cl6,0.6712,0.3288 Li2.375Zr0.625Sc0.375Cl6 + 0.6712 Fe2(ClF)3 + 4.027 Li -> 0.2055 Li4ZrF8 + 1.342 Fe + 3.986 LiCl + 0.1233 ScF3,-0.3865
2.1,Li2.375Sc0.375Zr0.625Cl6,1.0000,Fe2(ClF)3 + 6 Li -> 3 LiF + 2 Fe + 3 LiCl,-0.5005
2.2,Li2.375Sc0.375Zr0.625Cl6,0.2727,0.7273 Li2.375Zr0.625Sc0.375Cl6 + 0.2727 Fe2(ClF)3 + 1.636 Li -> 0.4545 ZrCl4 + 0.5455 Fe + 3.364 LiCl + 0.2727 ScF3,-0.1541
2.2,Li2.375Sc0.375Zr0.625Cl6,0.6190,0.381 Li2.375Zr0.625Sc0.375Cl6 + 0.619 Fe2(ClF)3 + 3.714 Li -> 0.2381 Li2ZrF6 + 1.238 Fe + 4.143 LiCl + 0.1429 ScF3,-0.3178
2.2,Li2.375Sc0.375Zr0.625Cl6,0.6712,0.3288 Li2.375Zr0.625Sc0.375Cl6 + 0.6712 Fe2(ClF)3 + 4.027 Li -> 0.2055 Li4ZrF8 + 1.342 Fe + 3.986 LiCl + 0.1233 ScF3,-0.334
2.2,Li2.375Sc0.375Zr0.625Cl6,1.0000,Fe2(ClF)3 + 6 Li -> 3 LiF + 2 Fe + 3 LiCl,-0.4255
2.3,Li2.375Sc0.375Zr0.625Cl6,0.2727,0.7273 Li2.375Zr0.625Sc0.375Cl6 + 0.2727 Fe2(ClF)3 + 1.636 Li -> 0.4545 ZrCl4 + 0.5455 Fe + 3.364 LiCl + 0.2727 ScF3,-0.1316
2.3,Li2.375Sc0.375Zr0.625Cl6,0.6190,0.381 Li2.375Zr0.625Sc0.375Cl6 + 0.619 Fe2(ClF)3 + 3.714 Li -> 0.2381 Li2ZrF6 + 1.238 Fe + 4.143 LiCl + 0.1429 ScF3,-0.269
2.3,Li2.375Sc0.375Zr0.625Cl6,0.6712,0.3288 Li2.375Zr0.625Sc0.375Cl6 + 0.6712 Fe2(ClF)3 + 4.027 Li -> 0.2055 Li4ZrF8 + 1.342 Fe + 3.986 LiCl + 0.1233 ScF3,-0.2815
2.3,Li2.375Sc0.375Zr0.625Cl6,1.0000,Fe2(ClF)3 + 6 Li -> 3 LiF + 2 Fe + 3 LiCl,-0.3505
2.4,Li2.375Sc0.375Zr0.625Cl6,0.2727,0.7273 Li2.375Zr0.625Sc0.375Cl6 + 0.2727 Fe2(ClF)3 + 1.636 Li -> 0.4545 ZrCl4 + 0.5455 Fe + 3.364 LiCl + 0.2727 ScF3,-0.1091
2.4,Li2.375Sc0.375Zr0.625Cl6,0.6190,0.381 Li2.375Zr0.625Sc0.375Cl6 + 0.619 Fe2(ClF)3 + 3.714 Li -> 0.2381 Li2ZrF6 + 1.238 Fe + 4.143 LiCl + 0.1429 ScF3,-0.2203
2.4,Li2.375Sc0.375Zr0.625Cl6,0.6712,0.3288 Li2.375Zr0.625Sc0.375Cl6 + 0.6712 Fe2(ClF)3 + 4.027 Li -> 0.2055 Li4ZrF8 + 1.342 Fe + 3.986 LiCl + 0.1233 ScF3,-0.229
2.4,Li2.375Sc0.375Zr0.625Cl6,1.0000,Fe2(ClF)3 + 6 Li -> 3 LiF + 2 Fe + 3 LiCl,-0.2755
2.5,Li2.375Sc0.375Zr0.625Cl6,0.2727,0.7273 Li2.375Zr0.625Sc0.375Cl6 + 0.2727 Fe2(ClF)3 + 1.636 Li -> 0.4545 ZrCl4 + 0.2727 ScF3 + 0.5455 Fe + 3.364 LiCl,-0.0866
2.5,Li2.375Sc0.375Zr0.625Cl6,0.6190,0.381 Li2.375Zr0.625Sc0.375Cl6 + 0.619 Fe2(ClF)3 + 3.714 Li -> 0.2381 Li2ZrF6 + 0.1429 ScF3 + 1.238 Fe + 4.143 LiCl,-0.1715
2.5,Li2.375Sc0.375Zr0.625Cl6,1.0000,Fe2(ClF)3 + 3 Li -> 0.5 Fe + 3 LiCl + 1.5 FeF2,-0.2216
2.6,Li2.375Sc0.375Zr0.625Cl6,0.2727,0.7273 Li2.375Zr0.625Sc0.375Cl6 + 0.2727 Fe2(ClF)3 + 0.5455 Li -> 0.5455 FeCl2 + 0.4545 ZrCl4 + 0.2727 ScF3 + 2.273 LiCl,-0.0663
2.6,Li2.375Sc0.375Zr0.625Cl6,0.6190,0.381 Li2.375Zr0.625Sc0.375Cl6 + 0.619 Fe2(ClF)3 + 1.238 Li -> 0.2381 ZrFeF6 + FeCl2 + 0.1429 ScF3 + 2.143 LiCl,-0.1289
2.6,Li2.375Sc0.375Zr0.625Cl6,1.0000,Fe2(ClF)3 + 2 Li -> 0.5 FeCl2 + 2 LiCl + 1.5 FeF2,-0.186
2.7,Li2.375Sc0.375Zr0.625Cl6,0.2727,0.7273 Li2.375Zr0.625Sc0.375Cl6 + 0.2727 Fe2(ClF)3 + 0.5455 Li -> 0.5455 FeCl2 + 0.2727 ScF3 + 0.4545 ZrCl4 + 2.273 LiCl,-0.0588
2.7,Li2.375Sc0.375Zr0.625Cl6,0.6190,0.381 Li2.375Zr0.625Sc0.375Cl6 + 0.619 Fe2(ClF)3 + 1.238 Li -> 0.2381 ZrFeF6 + FeCl2 + 0.1429 ScF3 + 2.143 LiCl,-0.1126
2.7,Li2.375Sc0.375Zr0.625Cl6,1.0000,Fe2(ClF)3 + 2 Li -> 0.5 FeCl2 + 2 LiCl + 1.5 FeF2,-0.161
2.8,Li2.375Sc0.375Zr0.625Cl6,0.2727,0.7273 Li2.375Zr0.625Sc0.375Cl6 + 0.2727 Fe2(ClF)3 -> 0.5455 LiFeCl4 + 0.2727 ScF3 + 0.4545 ZrCl4 + 1.182 LiCl,-0.0516
2.8,Li2.375Sc0.375Zr0.625Cl6,0.6190,0.381 Li2.375Zr0.625Sc0.375Cl6 + 0.619 Fe2(ClF)3 + 0.2381 Li -> 0.2381 ZrFeF6 + LiFeCl4 + 0.1429 ScF3 + 0.1429 LiCl,-0.0968
2.8,Li2.375Sc0.375Zr0.625Cl6,1.0000,Fe2(ClF)3 + 1.5 Li -> 0.5 LiFeCl4 + LiCl + 1.5 FeF2,-0.1362
2.9,Li2.375Sc0.375Zr0.625Cl6,0.2727,0.7273 Li2.375Zr0.625Sc0.375Cl6 + 0.2727 Fe2(ClF)3 -> 0.5455 LiFeCl4 + 0.2727 ScF3 + 0.4545 ZrCl4 + 1.182 LiCl,-0.0516
2.9,Li2.375Sc0.375Zr0.625Cl6,0.4783,0.5217 Li2.375Zr0.625Sc0.375Cl6 + 0.4783 Fe2(ClF)3 -> 0.1413 Li2ZrF6 + 0.9565 LiFeCl4 + 0.1957 ScF3 + 0.1848 ZrCl4,-0.0782
2.9,Li2.375Sc0.375Zr0.625Cl6,0.6190,0.381 Li2.375Zr0.625Sc0.375Cl6 + 0.619 Fe2(ClF)3 + 0.2024 Li -> 0.03571 Li2ZrF6 + 0.2024 ZrFeF6 + 1.036 LiFeCl4 + 0.1429 ScF3,-0.094
2.9,Li2.375Sc0.375Zr0.625Cl6,0.7895,0.2105 Li2.375Zr0.625Sc0.375Cl6 + 0.7895 Fe2(ClF)3 + 0.6711 Li -> 0.1316 Li2ZrF6 + 0.9079 LiFeCl4 + 0.07895 ScF3 + 0.6711 FeF2,-0.1057
2.9,Li2.375Sc0.375Zr0.625Cl6,1.0000,Fe2(ClF)3 + 1.5 Li -> 0.5 LiFeCl4 + LiCl + 1.5 FeF2,-0.1174
3.0,Li2.375Sc0.375Zr0.625Cl6,0.2727,0.7273 Li2.375Zr0.625Sc0.375Cl6 + 0.2727 Fe2(ClF)3 -> 0.5455 LiFeCl4 + 0.2727 ScF3 + 0.4545 ZrCl4 + 1.182 LiCl,-0.0516
3.0,Li2.375Sc0.375Zr0.625Cl6,0.4783,0.5217 Li2.375Zr0.625Sc0.375Cl6 + 0.4783 Fe2(ClF)3 -> 0.1413 Li2ZrF6 + 0.9565 LiFeCl4 + 0.1957 ScF3 + 0.1848 ZrCl4,-0.0782
3.0,Li2.375Sc0.375Zr0.625Cl6,0.6190,0.381 Li2.375Zr0.625Sc0.375Cl6 + 0.619 Fe2(ClF)3 + 0.2024 Li -> 0.03571 Li2ZrF6 + 0.2024 ZrFeF6 + 1.036 LiFeCl4 + 0.1429 ScF3,-0.0914
3.0,Li2.375Sc0.375Zr0.625Cl6,0.7895,0.2105 Li2.375Zr0.625Sc0.375Cl6 + 0.7895 Fe2(ClF)3 + 0.6711 Li -> 0.1316 Li2ZrF6 + 0.9079 LiFeCl4 + 0.07895 ScF3 + 0.6711 FeF2,-0.0971
3.0,Li2.375Sc0.375Zr0.625Cl6,1.0000,Fe2(ClF)3 + 1.5 Li -> 0.5 LiFeCl4 + LiCl + 1.5 FeF2,-0.0987
3.1,Li2.375Sc0.375Zr0.625Cl6,0.2727,0.7273 Li2.375Zr0.625Sc0.375Cl6 + 0.2727 Fe2(ClF)3 -> 0.5455 LiFeCl4 + 0.2727 ScF3 + 0.4545 ZrCl4 + 1.182 LiCl,-0.0516
3.1,Li2.375Sc0.375Zr0.625Cl6,0.4783,0.5217 Li2.375Zr0.625Sc0.375Cl6 + 0.4783 Fe2(ClF)3 -> 0.1413 Li2ZrF6 + 0.9565 LiFeCl4 + 0.1957 ScF3 + 0.1848 ZrCl4,-0.0782
3.1,Li2.375Sc0.375Zr0.625Cl6,0.6190,0.381 Li2.375Zr0.625Sc0.375Cl6 + 0.619 Fe2(ClF)3 + 0.2024 Li -> 0.03571 Li2ZrF6 + 0.2024 ZrFeF6 + 1.036 LiFeCl4 + 0.1429 ScF3,-0.0887
3.1,Li2.375Sc0.375Zr0.625Cl6,0.7895,0.2105 Li2.375Zr0.625Sc0.375Cl6 + 0.7895 Fe2(ClF)3 + 0.6711 Li -> 0.1316 Li2ZrF6 + 0.9079 LiFeCl4 + 0.07895 ScF3 + 0.6711 FeF2,-0.0884
3.1,Li2.375Sc0.375Zr0.625Cl6,0.8621,0.1379 Li2.375Zr0.625Sc0.375Cl6 + 0.8621 Fe2(ClF)3 + 0.8707 Li -> 0.08621 Li4ZrF8 + 0.8534 LiFeCl4 + 0.05172 ScF3 + 0.8707 FeF2,-0.086
3.1,Li2.375Sc0.375Zr0.625Cl6,1.0000,Fe2(ClF)3 + 1.25 Li -> 0.75 LiFeCl4 + 0.5 LiF + 1.25 FeF2,-0.0806
3.2,Li2.375Sc0.375Zr0.625Cl6,0.2727,0.7273 Li2.375Zr0.625Sc0.375Cl6 + 0.2727 Fe2(ClF)3 -> 0.5455 LiFeCl4 + 0.2727 ScF3 + 0.4545 ZrCl4 + 1.182 LiCl,-0.0516
3.2,Li2.375Sc0.375Zr0.625Cl6,0.4783,0.5217 Li2.375Zr0.625Sc0.375Cl6 + 0.4783 Fe2(ClF)3 -> 0.1413 Li2ZrF6 + 0.9565 LiFeCl4 + 0.1957 ScF3 + 0.1848 ZrCl4,-0.0782
3.2,Li2.375Sc0.375Zr0.625Cl6,0.5079,0.4921 Li2.375Zr0.625Sc0.375Cl6 + 0.5079 Fe2(ClF)3 -> 0.05105 Li3Zr4F19 + 1.016 LiFeCl4 + 0.1846 ScF3 + 0.1034 ZrCl4,-0.0804
3.2,Li2.375Sc0.375Zr0.625Cl6,0.6068,0.3932 Li2.375Zr0.625Sc0.375Cl6 + 0.6068 Fe2(ClF)3 + 0.1688 Li -> 0.01923 Li3Zr4F19 + 0.1688 ZrFeF6 + 1.045 LiFeCl4 + 0.1474 ScF3,-0.0856
3.2,Li2.375Sc0.375Zr0.625Cl6,0.6190,0.381 Li2.375Zr0.625Sc0.375Cl6 + 0.619 Fe2(ClF)3 + 0.2024 Li -> 0.03571 Li2ZrF6 + 0.2024 ZrFeF6 + 1.036 LiFeCl4 + 0.1429 ScF3,-0.086
3.2,Li2.375Sc0.375Zr0.625Cl6,0.7895,0.2105 Li2.375Zr0.625Sc0.375Cl6 + 0.7895 Fe2(ClF)3 + 0.6711 Li -> 0.1316 Li2ZrF6 + 0.9079 LiFeCl4 + 0.07895 ScF3 + 0.6711 FeF2,-0.0798
3.2,Li2.375Sc0.375Zr0.625Cl6,0.8621,0.1379 Li2.375Zr0.625Sc0.375Cl6 + 0.8621 Fe2(ClF)3 + 0.8707 Li -> 0.08621 Li4ZrF8 + 0.8534 LiFeCl4 + 0.05172 ScF3 + 0.8707 FeF2,-0.075
3.2,Li2.375Sc0.375Zr0.625Cl6,1.0000,Fe2(ClF)3 + 1.25 Li -> 0.75 LiFeCl4 + 0.5 LiF + 1.25 FeF2,-0.065
3.3,Li2.375Sc0.375Zr0.625Cl6,0.2727,0.7273 Li2.375Zr0.625Sc0.375Cl6 + 0.2727 Fe2(ClF)3 -> 0.5455 LiFeCl4 + 0.2727 ScF3 + 0.4545 ZrCl4 + 1.182 LiCl,-0.0516
3.3,Li2.375Sc0.375Zr0.625Cl6,0.4783,0.5217 Li2.375Zr0.625Sc0.375Cl6 + 0.4783 Fe2(ClF)3 -> 0.1413 Li2ZrF6 + 0.9565 LiFeCl4 + 0.1957 ScF3 + 0.1848 ZrCl4,-0.0782
3.3,Li2.375Sc0.375Zr0.625Cl6,0.5079,0.4921 Li2.375Zr0.625Sc0.375Cl6 + 0.5079 Fe2(ClF)3 -> 0.05105 Li3Zr4F19 + 1.016 LiFeCl4 + 0.1846 ScF3 + 0.1034 ZrCl4,-0.0804
3.3,Li2.375Sc0.375Zr0.625Cl6,0.6068,0.3932 Li2.375Zr0.625Sc0.375Cl6 + 0.6068 Fe2(ClF)3 + 0.1688 Li -> 0.01923 Li3Zr4F19 + 0.1688 ZrFeF6 + 1.045 LiFeCl4 + 0.1474 ScF3,-0.0834
3.3,Li2.375Sc0.375Zr0.625Cl6,0.6190,0.381 Li2.375Zr0.625Sc0.375Cl6 + 0.619 Fe2(ClF)3 + 0.2024 Li -> 0.03571 Li2ZrF6 + 0.2024 ZrFeF6 + 1.036 LiFeCl4 + 0.1429 ScF3,-0.0834
3.3,Li2.375Sc0.375Zr0.625Cl6,0.7895,0.2105 Li2.375Zr0.625Sc0.375Cl6 + 0.7895 Fe2(ClF)3 + 0.6711 Li -> 0.1316 Li2ZrF6 + 0.9079 LiFeCl4 + 0.07895 ScF3 + 0.6711 FeF2,-0.0712
3.3,Li2.375Sc0.375Zr0.625Cl6,0.8621,0.1379 Li2.375Zr0.625Sc0.375Cl6 + 0.8621 Fe2(ClF)3 + 0.8707 Li -> 0.08621 Li4ZrF8 + 0.8534 LiFeCl4 + 0.05172 ScF3 + 0.8707 FeF2,-0.0639
3.3,Li2.375Sc0.375Zr0.625Cl6,1.0000,Fe2(ClF)3 + 1.125 Li -> 0.125 Li3FeF6 + 0.75 LiFeCl4 + 1.125 FeF2,-0.0501
3.4,Li2.375Sc0.375Zr0.625Cl6,0.2727,0.7273 Li2.375Zr0.625Sc0.375Cl6 + 0.2727 Fe2(ClF)3 -> 0.5455 LiFeCl4 + 0.2727 ScF3 + 0.4545 ZrCl4 + 1.182 LiCl,-0.0516
3.4,Li2.375Sc0.375Zr0.625Cl6,0.4783,0.5217 Li2.375Zr0.625Sc0.375Cl6 + 0.4783 Fe2(ClF)3 -> 0.1413 Li2ZrF6 + 0.9565 LiFeCl4 + 0.1957 ScF3 + 0.1848 ZrCl4,-0.0782
3.4,Li2.375Sc0.375Zr0.625Cl6,0.5079,0.4921 Li2.375Zr0.625Sc0.375Cl6 + 0.5079 Fe2(ClF)3 -> 0.05105 Li3Zr4F19 + 1.016 LiFeCl4 + 0.1846 ScF3 + 0.1034 ZrCl4,-0.0804
3.4,Li2.375Sc0.375Zr0.625Cl6,0.6068,0.3932 Li2.375Zr0.625Sc0.375Cl6 + 0.6068 Fe2(ClF)3 + 0.1688 Li -> 0.01923 Li3Zr4F19 + 0.1688 ZrFeF6 + 1.045 LiFeCl4 + 0.1474 ScF3,-0.0811
3.4,Li2.375Sc0.375Zr0.625Cl6,0.6190,0.381 Li2.375Zr0.625Sc0.375Cl6 + 0.619 Fe2(ClF)3 + 0.2024 Li -> 0.03571 Li2ZrF6 + 0.2024 ZrFeF6 + 1.036 LiFeCl4 + 0.1429 ScF3,-0.0807
3.4,Li2.375Sc0.375Zr0.625Cl6,0.7895,0.2105 Li2.375Zr0.625Sc0.375Cl6 + 0.7895 Fe2(ClF)3 + 0.6711 Li -> 0.1316 Li2ZrF6 + 0.9079 LiFeCl4 + 0.07895 ScF3 + 0.6711 FeF2,-0.0626
3.4,Li2.375Sc0.375Zr0.625Cl6,1.0000,Fe2(ClF)3 + 1.125 Li -> 0.125 Li3FeF6 + 0.75 LiFeCl4 + 1.125 FeF2,-0.036
3.5,Li2.375Sc0.375Zr0.625Cl6,0.2727,0.7273 Li2.375Zr0.625Sc0.375Cl6 + 0.2727 Fe2(ClF)3 -> 0.5455 LiFeCl4 + 0.2727 ScF3 + 0.4545 ZrCl4 + 1.182 LiCl,-0.0516
3.5,Li2.375Sc0.375Zr0.625Cl6,0.4783,0.5217 Li2.375Zr0.625Sc0.375Cl6 + 0.4783 Fe2(ClF)3 -> 0.1413 Li2ZrF6 + 0.9565 LiFeCl4 + 0.1957 ScF3 + 0.1848 ZrCl4,-0.0782
3.5,Li2.375Sc0.375Zr0.625Cl6,0.5079,0.4921 Li2.375Zr0.625Sc0.375Cl6 + 0.5079 Fe2(ClF)3 -> 0.05105 Li3Zr4F19 + 1.016 LiFeCl4 + 0.1846 ScF3 + 0.1034 ZrCl4,-0.0804
3.5,Li2.375Sc0.375Zr0.625Cl6,0.5429,0.4571 Li2.375Zr0.625Sc0.375Cl6 + 0.5429 Fe2(ClF)3 -> 1.086 LiFeCl4 + 0.2786 ZrF4 + 0.1714 ScF3 + 0.007143 ZrCl4,-0.0806
3.5,Li2.375Sc0.375Zr0.625Cl6,0.5472,0.4528 Li2.375Zr0.625Sc0.375Cl6 + 0.5472 Fe2(ClF)3 -> 0.01887 FeCl3 + 1.075 LiFeCl4 + 0.283 ZrF4 + 0.1698 ScF3,-0.0805
3.5,Li2.375Sc0.375Zr0.625Cl6,0.5556,0.4444 Li2.375Zr0.625Sc0.375Cl6 + 0.5556 Fe2(ClF)3 + 0.02778 Li -> 0.02778 ZrFeF6 + 1.083 LiFeCl4 + 0.25 ZrF4 + 0.1667 ScF3,-0.0803
3.5,Li2.375Sc0.375Zr0.625Cl6,0.6068,0.3932 Li2.375Zr0.625Sc0.375Cl6 + 0.6068 Fe2(ClF)3 + 0.1688 Li -> 0.01923 Li3Zr4F19 + 0.1688 ZrFeF6 + 1.045 LiFeCl4 + 0.1474 ScF3,-0.0789
3.5,Li2.375Sc0.375Zr0.625Cl6,0.6190,0.381 Li2.375Zr0.625Sc0.375Cl6 + 0.619 Fe2(ClF)3 + 0.2024 Li -> 0.03571 Li2ZrF6 + 0.2024 ZrFeF6 + 1.036 LiFeCl4 + 0.1429 ScF3,-0.0781
3.5,Li2.375Sc0.375Zr0.625Cl6,0.7895,0.2105 Li2.375Zr0.625Sc0.375Cl6 + 0.7895 Fe2(ClF)3 + 0.6711 Li -> 0.1316 Li2ZrF6 + 0.9079 LiFeCl4 + 0.07895 ScF3 + 0.6711 FeF2,-0.054
3.5,Li2.375Sc0.375Zr0.625Cl6,1.0000,Fe2(ClF)3 + 1.125 Li -> 0.125 Li3FeF6 + 0.75 LiFeCl4 + 1.125 FeF2,-0.022
3.6,Li2.375Sc0.375Zr0.625Cl6,0.2727,0.7273 Li2.375Zr0.625Sc0.375Cl6 + 0.2727 Fe2(ClF)3 -> 0.5455 LiFeCl4 + 0.2727 ScF3 + 0.4545 ZrCl4 + 1.182 LiCl,-0.0516
